,kyouriki 2 glu 8,kyouriki 3 glu 7,kyouriki 4 glu 6,kyouriki 5 glu 5,kyouriki 6 glu 4,kyouriki 7 glu 3,kyouriki 8 glu 2,kyouriki 9 glu 1
1043.77,0.1094916,0.1105983,9.66E-02,9.53E-02,8.69E-02,7.81E-02,7.50E-02,6.97E-02
1043.98,0.1094814,0.1106157,9.66E-02,9.54E-02,8.70E-02,7.81E-02,7.50E-02,6.97E-02
1044.19,0.1094045,0.1105665,9.66E-02,9.53E-02,8.69E-02,7.81E-02,7.49E-02,6.97E-02
1044.4,0.1092986,0.1103961,9.66E-02,9.52E-02,8.68E-02,7.80E-02,7.49E-02,6.97E-02
1044.61,0.1092595,0.1102523,9.65E-02,9.51E-02,8.66E-02,7.80E-02,7.49E-02,6.96E-02
1044.82,0.1092118,0.1102359,9.65E-02,9.50E-02,8.66E-02,7.80E-02,7.48E-02,6.96E-02
1045.04,0.1091194,0.1102562,9.65E-02,9.50E-02,8.66E-02,7.80E-02,7.48E-02,6.96E-02
1045.25,0.1090578,0.1101781,9.63E-02,9.49E-02,8.65E-02,7.79E-02,7.47E-02,6.96E-02
1045.46,0.1089787,0.110009,9.61E-02,9.48E-02,8.64E-02,7.77E-02,7.44E-02,6.94E-02
1045.67,0.1088693,0.1098938,9.60E-02,9.48E-02,8.63E-02,7.75E-02,7.43E-02,6.92E-02
1045.88,0.1088963,0.1099273,9.61E-02,9.49E-02,8.63E-02,7.75E-02,7.43E-02,6.92E-02
1046.09,0.1090203,0.1100275,9.62E-02,9.49E-02,8.64E-02,7.77E-02,7.44E-02,6.93E-02
1046.3,0.1090064,0.1100785,9.63E-02,9.50E-02,8.65E-02,7.78E-02,7.45E-02,6.94E-02
1046.51,0.1088947,0.1100958,9.62E-02,9.50E-02,8.66E-02,7.77E-02,7.46E-02,6.94E-02
1046.72,0.1088441,0.1100882,9.62E-02,9.50E-02,8.66E-02,7.76E-02,7.45E-02,6.93E-02
1046.93,0.1088196,0.1100171,9.61E-02,9.48E-02,8.65E-02,7.76E-02,7.44E-02,6.93E-02
1047.15,0.1087676,0.1099122,9.61E-02,9.47E-02,8.63E-02,7.75E-02,7.43E-02,6.93E-02
1047.36,0.1086838,0.1097905,9.59E-02,9.46E-02,8.61E-02,7.75E-02,7.43E-02,6.91E-02
1047.57,0.1085475,0.1096343,9.57E-02,9.45E-02,8.60E-02,7.74E-02,7.41E-02,6.89E-02
1047.78,0.108444,0.1095255,9.56E-02,9.43E-02,8.59E-02,7.73E-02,7.41E-02,6.88E-02
1047.99,0.1084907,0.1095704,9.57E-02,9.43E-02,8.60E-02,7.74E-02,7.41E-02,6.88E-02
1048.2,0.1085878,0.1096794,9.57E-02,9.45E-02,8.61E-02,7.75E-02,7.43E-02,6.89E-02
1048.42,0.108521,0.1096731,9.57E-02,9.45E-02,8.60E-02,7.76E-02,7.43E-02,6.89E-02
1048.63,0.1083036,0.1095647,9.56E-02,9.43E-02,8.58E-02,7.73E-02,7.40E-02,6.88E-02
1048.84,0.1082113,0.1095177,9.55E-02,9.42E-02,8.58E-02,7.71E-02,7.38E-02,6.87E-02
1049.05,0.1083937,0.1096054,9.56E-02,9.42E-02,8.59E-02,7.72E-02,7.39E-02,6.87E-02
1049.26,0.1086237,0.1097063,9.58E-02,9.44E-02,8.61E-02,7.73E-02,7.41E-02,6.88E-02
1049.48,0.1086271,0.1096461,9.59E-02,9.44E-02,8.60E-02,7.73E-02,7.42E-02,6.88E-02
1049.69,0.1084246,0.1094084,9.57E-02,9.42E-02,8.59E-02,7.71E-02,7.40E-02,6.86E-02
1049.9,0.1082219,0.1091731,9.55E-02,9.40E-02,8.57E-02,7.69E-02,7.38E-02,6.84E-02
1050.11,0.1081789,0.109142,9.55E-02,9.41E-02,8.56E-02,7.69E-02,7.37E-02,6.84E-02
1050.33,0.1082477,0.109242,9.55E-02,9.41E-02,8.56E-02,7.69E-02,7.38E-02,6.85E-02
1050.54,0.1082545,0.1092358,9.54E-02,9.41E-02,8.56E-02,7.69E-02,7.37E-02,6.85E-02
1050.75,0.1081593,0.1091088,9.53E-02,9.40E-02,8.56E-02,7.69E-02,7.36E-02,6.85E-02
1050.97,0.1080123,0.1089608,9.51E-02,9.39E-02,8.55E-02,7.68E-02,7.36E-02,6.84E-02
1051.18,0.1078203,0.1088025,9.50E-02,9.37E-02,8.54E-02,7.66E-02,7.35E-02,6.83E-02
1051.39,0.1076511,0.1086837,9.49E-02,9.36E-02,8.52E-02,7.65E-02,7.34E-02,6.82E-02
1051.61,0.1075846,0.1086496,9.49E-02,9.36E-02,8.51E-02,7.65E-02,7.33E-02,6.81E-02
1051.82,0.1076037,0.1086533,9.49E-02,9.36E-02,8.51E-02,7.65E-02,7.34E-02,6.81E-02
1052.03,0.1076547,0.1086803,9.49E-02,9.36E-02,8.52E-02,7.66E-02,7.34E-02,6.82E-02
1052.25,0.1076647,0.1087181,9.49E-02,9.36E-02,8.52E-02,7.67E-02,7.35E-02,6.82E-02
1052.46,0.1075793,0.108676,9.49E-02,9.36E-02,8.51E-02,7.66E-02,7.34E-02,6.81E-02
1052.67,0.1074238,0.1085441,9.47E-02,9.34E-02,8.49E-02,7.64E-02,7.32E-02,6.80E-02
1052.89,0.1072818,0.1084495,9.46E-02,9.34E-02,8.48E-02,7.62E-02,7.31E-02,6.78E-02
1053.1,0.1072973,0.1085229,9.46E-02,9.34E-02,8.49E-02,7.62E-02,7.33E-02,6.79E-02
1053.31,0.1074682,0.108712,9.48E-02,9.35E-02,8.51E-02,7.64E-02,7.34E-02,6.81E-02
1053.53,0.1074879,0.1087406,9.48E-02,9.36E-02,8.51E-02,7.64E-02,7.34E-02,6.82E-02
1053.74,0.1072645,0.1084933,9.46E-02,9.34E-02,8.49E-02,7.62E-02,7.32E-02,6.80E-02
1053.96,0.107109,0.1082042,9.45E-02,9.32E-02,8.48E-02,7.60E-02,7.31E-02,6.78E-02
1054.17,0.1070756,0.1080624,9.45E-02,9.30E-02,8.47E-02,7.61E-02,7.30E-02,6.78E-02
1054.39,0.1070166,0.1080725,9.45E-02,9.31E-02,8.47E-02,7.62E-02,7.30E-02,6.78E-02
1054.6,0.1069667,0.1081473,9.46E-02,9.31E-02,8.47E-02,7.62E-02,7.30E-02,6.78E-02
1054.81,0.1068699,0.1080817,9.44E-02,9.32E-02,8.46E-02,7.61E-02,7.30E-02,6.77E-02
1055.03,0.1067037,0.1078628,9.41E-02,9.30E-02,8.44E-02,7.59E-02,7.28E-02,6.75E-02
1055.24,0.1066792,0.1077612,9.40E-02,9.29E-02,8.44E-02,7.58E-02,7.27E-02,6.74E-02
1055.46,0.1068314,0.1078458,9.41E-02,9.29E-02,8.45E-02,7.59E-02,7.28E-02,6.75E-02
1055.67,0.1069112,0.1078954,9.41E-02,9.31E-02,8.46E-02,7.60E-02,7.28E-02,6.76E-02
1055.89,0.1068012,0.1078061,9.40E-02,9.30E-02,8.45E-02,7.58E-02,7.28E-02,6.75E-02
1056.1,0.1066483,0.1076978,9.39E-02,9.28E-02,8.44E-02,7.56E-02,7.27E-02,6.75E-02
1056.32,0.1065697,0.1076323,9.38E-02,9.28E-02,8.43E-02,7.57E-02,7.27E-02,6.75E-02
1056.53,0.1065534,0.1075661,9.38E-02,9.27E-02,8.44E-02,7.57E-02,7.27E-02,6.75E-02
1056.75,0.1065224,0.1075137,9.38E-02,9.27E-02,8.44E-02,7.57E-02,7.27E-02,6.75E-02
1056.96,0.106413,0.107465,9.37E-02,9.26E-02,8.43E-02,7.56E-02,7.26E-02,6.74E-02
1057.18,0.1063222,0.1074129,9.38E-02,9.26E-02,8.42E-02,7.56E-02,7.25E-02,6.74E-02
1057.4,0.1063263,0.1074308,9.38E-02,9.27E-02,8.42E-02,7.56E-02,7.25E-02,6.74E-02
1057.61,0.1062806,0.1074358,9.37E-02,9.26E-02,8.42E-02,7.56E-02,7.25E-02,6.73E-02
1057.83,0.1061193,0.1072984,9.35E-02,9.24E-02,8.40E-02,7.54E-02,7.23E-02,6.72E-02
1058.04,0.1060211,0.107171,9.35E-02,9.23E-02,8.39E-02,7.53E-02,7.22E-02,6.71E-02
1058.26,0.1060766,0.1072081,9.35E-02,9.23E-02,8.39E-02,7.53E-02,7.23E-02,6.71E-02
1058.47,0.1061832,0.1073271,9.36E-02,9.24E-02,8.40E-02,7.54E-02,7.25E-02,6.71E-02
1058.69,0.1062627,0.107436,9.36E-02,9.25E-02,8.42E-02,7.56E-02,7.26E-02,6.72E-02
1058.91,0.1062763,0.1074748,9.36E-02,9.26E-02,8.43E-02,7.56E-02,7.26E-02,6.72E-02
1059.12,0.1061677,0.1073629,9.35E-02,9.24E-02,8.42E-02,7.55E-02,7.24E-02,6.71E-02
1059.34,0.1059184,0.1071101,9.33E-02,9.21E-02,8.40E-02,7.52E-02,7.22E-02,6.69E-02
1059.56,0.1056481,0.1068289,9.31E-02,9.19E-02,8.37E-02,7.49E-02,7.19E-02,6.67E-02
1059.77,0.1055027,0.106636,9.29E-02,9.18E-02,8.35E-02,7.48E-02,7.19E-02,6.65E-02
1059.99,0.1054906,0.1065918,9.28E-02,9.17E-02,8.35E-02,7.47E-02,7.18E-02,6.64E-02
1060.21,0.105624,0.1067123,9.28E-02,9.18E-02,8.35E-02,7.48E-02,7.19E-02,6.64E-02
1060.42,0.1058553,0.1069003,9.31E-02,9.20E-02,8.35E-02,7.50E-02,7.20E-02,6.66E-02
1060.64,0.1059459,0.1069073,9.32E-02,9.21E-02,8.36E-02,7.50E-02,7.21E-02,6.67E-02
1060.86,0.1058272,0.1067123,9.30E-02,9.20E-02,8.35E-02,7.50E-02,7.20E-02,6.67E-02
1061.07,0.1057053,0.1065987,9.29E-02,9.19E-02,8.35E-02,7.49E-02,7.18E-02,6.67E-02
1061.29,0.105613,0.1065937,9.29E-02,9.18E-02,8.35E-02,7.49E-02,7.17E-02,6.67E-02
1061.51,0.1054446,0.1065128,9.27E-02,9.17E-02,8.33E-02,7.48E-02,7.16E-02,6.66E-02
1061.73,0.1053041,0.1063759,9.26E-02,9.15E-02,8.31E-02,7.47E-02,7.15E-02,6.64E-02
1061.94,0.1053362,0.1063082,9.26E-02,9.14E-02,8.30E-02,7.47E-02,7.15E-02,6.63E-02
1062.16,0.1054945,0.1063556,9.27E-02,9.16E-02,8.31E-02,7.48E-02,7.16E-02,6.64E-02
1062.38,0.1056146,0.1064656,9.28E-02,9.17E-02,8.32E-02,7.50E-02,7.17E-02,6.65E-02
1062.6,0.1055515,0.1065145,9.28E-02,9.18E-02,8.33E-02,7.49E-02,7.18E-02,6.66E-02
1062.81,0.1052967,0.1063974,9.26E-02,9.15E-02,8.32E-02,7.47E-02,7.17E-02,6.65E-02
1063.03,0.1050346,0.1062029,9.25E-02,9.13E-02,8.30E-02,7.45E-02,7.14E-02,6.63E-02
1063.25,0.1049508,0.1061202,9.25E-02,9.12E-02,8.30E-02,7.44E-02,7.13E-02,6.61E-02
1063.47,0.1049938,0.1061363,9.25E-02,9.14E-02,8.31E-02,7.44E-02,7.13E-02,6.61E-02
1063.69,0.1050558,0.1061712,9.25E-02,9.15E-02,8.31E-02,7.44E-02,7.13E-02,6.62E-02
1063.9,0.1051142,0.106213,9.25E-02,9.15E-02,8.32E-02,7.45E-02,7.14E-02,6.62E-02
1064.12,0.1051079,0.1061867,9.25E-02,9.14E-02,8.31E-02,7.44E-02,7.14E-02,6.61E-02
1064.34,0.1050275,0.1060734,9.24E-02,9.13E-02,8.30E-02,7.44E-02,7.13E-02,6.60E-02
1064.56,0.1049054,0.105919,9.22E-02,9.12E-02,8.29E-02,7.42E-02,7.12E-02,6.59E-02
1064.78,0.104778,0.1057958,9.20E-02,9.10E-02,8.27E-02,7.40E-02,7.10E-02,6.58E-02
1065,0.1047516,0.105825,9.20E-02,9.09E-02,8.27E-02,7.40E-02,7.10E-02,6.59E-02
1065.21,0.1048075,0.1058875,9.21E-02,9.10E-02,8.27E-02,7.41E-02,7.11E-02,6.59E-02
1065.43,0.104796,0.1057557,9.22E-02,9.10E-02,8.26E-02,7.41E-02,7.11E-02,6.58E-02
1065.65,0.1047238,0.1055701,9.21E-02,9.10E-02,8.26E-02,7.41E-02,7.10E-02,6.59E-02
1065.87,0.1046901,0.105574,9.22E-02,9.11E-02,8.26E-02,7.41E-02,7.10E-02,6.59E-02
1066.09,0.1046577,0.1056974,9.22E-02,9.11E-02,8.26E-02,7.41E-02,7.11E-02,6.59E-02
1066.31,0.1045819,0.1057579,9.21E-02,9.10E-02,8.27E-02,7.41E-02,7.11E-02,6.59E-02
1066.53,0.1044887,0.1056857,9.19E-02,9.09E-02,8.26E-02,7.40E-02,7.10E-02,6.59E-02
1066.75,0.1043672,0.105513,9.18E-02,9.07E-02,8.24E-02,7.39E-02,7.09E-02,6.58E-02
1066.97,0.1042424,0.1053355,9.16E-02,9.05E-02,8.22E-02,7.37E-02,7.08E-02,6.56E-02
1067.19,0.104192,0.1052242,9.16E-02,9.04E-02,8.20E-02,7.36E-02,7.07E-02,6.54E-02
1067.41,0.1042248,0.1051661,9.15E-02,9.04E-02,8.20E-02,7.36E-02,7.07E-02,6.54E-02
1067.63,0.1042714,0.1051458,9.15E-02,9.04E-02,8.21E-02,7.36E-02,7.07E-02,6.55E-02
1067.85,0.1042661,0.1051484,9.15E-02,9.04E-02,8.21E-02,7.36E-02,7.07E-02,6.55E-02
1068.07,0.1041729,0.1050859,9.15E-02,9.04E-02,8.21E-02,7.35E-02,7.07E-02,6.55E-02
1068.29,0.1040059,0.1049704,9.14E-02,9.04E-02,8.20E-02,7.34E-02,7.06E-02,6.55E-02
1068.51,0.1039184,0.104991,9.13E-02,9.04E-02,8.21E-02,7.34E-02,7.07E-02,6.55E-02
1068.73,0.1039761,0.1051195,9.14E-02,9.05E-02,8.21E-02,7.35E-02,7.07E-02,6.55E-02
1068.95,0.1040251,0.1051211,9.14E-02,9.05E-02,8.21E-02,7.36E-02,7.07E-02,6.54E-02
1069.17,0.1040059,0.1050172,9.14E-02,9.04E-02,8.20E-02,7.36E-02,7.07E-02,6.54E-02
1069.39,0.1039942,0.1049578,9.14E-02,9.04E-02,8.20E-02,7.36E-02,7.06E-02,6.54E-02
1069.61,0.1039786,0.1049154,9.12E-02,9.04E-02,8.20E-02,7.36E-02,7.06E-02,6.55E-02
1069.83,0.103891,0.1048249,9.12E-02,9.03E-02,8.20E-02,7.35E-02,7.05E-02,6.54E-02
1070.05,0.1037524,0.1046982,9.12E-02,9.02E-02,8.20E-02,7.35E-02,7.05E-02,6.53E-02
1070.27,0.103672,0.1046412,9.12E-02,9.02E-02,8.19E-02,7.35E-02,7.06E-02,6.52E-02
1070.49,0.1036546,0.104679,9.12E-02,9.02E-02,8.19E-02,7.35E-02,7.06E-02,6.52E-02
1070.71,0.1035948,0.1046474,9.12E-02,9.02E-02,8.19E-02,7.33E-02,7.05E-02,6.53E-02
1070.93,0.1035299,0.1045784,9.11E-02,9.01E-02,8.18E-02,7.31E-02,7.04E-02,6.52E-02
1071.16,0.1035822,0.1046332,9.12E-02,9.01E-02,8.19E-02,7.31E-02,7.04E-02,6.53E-02
1071.38,0.1036524,0.1046718,9.11E-02,9.01E-02,8.19E-02,7.32E-02,7.05E-02,6.52E-02
1071.6,0.1035717,0.1045525,9.10E-02,9.00E-02,8.17E-02,7.32E-02,7.03E-02,6.51E-02
1071.82,0.103404,0.1043458,9.07E-02,8.99E-02,8.15E-02,7.30E-02,7.01E-02,6.50E-02
1072.04,0.1032999,0.1041453,9.06E-02,8.98E-02,8.15E-02,7.29E-02,7.01E-02,6.49E-02
1072.26,0.1033134,0.1041127,9.06E-02,8.97E-02,8.15E-02,7.30E-02,7.01E-02,6.50E-02
1072.49,0.1033663,0.1043065,9.07E-02,8.98E-02,8.17E-02,7.32E-02,7.02E-02,6.51E-02
1072.71,0.1033843,0.1045526,9.09E-02,8.99E-02,8.18E-02,7.33E-02,7.03E-02,6.52E-02
1072.93,0.1034323,0.1046739,9.10E-02,9.00E-02,8.18E-02,7.33E-02,7.04E-02,6.52E-02
1073.15,0.1034891,0.1045956,9.10E-02,9.00E-02,8.17E-02,7.33E-02,7.04E-02,6.52E-02
1073.37,0.1034654,0.1044288,9.10E-02,8.99E-02,8.16E-02,7.32E-02,7.03E-02,6.52E-02
1073.6,0.1034249,0.1043613,9.10E-02,8.98E-02,8.15E-02,7.32E-02,7.01E-02,6.52E-02
1073.82,0.1034275,0.1043967,9.10E-02,8.98E-02,8.16E-02,7.32E-02,7.01E-02,6.52E-02
1074.04,0.1034225,0.1044415,9.09E-02,8.98E-02,8.16E-02,7.32E-02,7.01E-02,6.52E-02
1074.26,0.1033349,0.1044222,9.07E-02,8.99E-02,8.16E-02,7.31E-02,7.01E-02,6.51E-02
1074.49,0.1032021,0.1043166,9.06E-02,8.98E-02,8.14E-02,7.29E-02,7.00E-02,6.50E-02
1074.71,0.103204,0.1042625,9.06E-02,8.97E-02,8.14E-02,7.28E-02,7.00E-02,6.49E-02
1074.93,0.1033508,0.1043571,9.07E-02,8.99E-02,8.16E-02,7.30E-02,7.01E-02,6.49E-02
1075.15,0.1034497,0.1044447,9.08E-02,8.99E-02,8.17E-02,7.31E-02,7.03E-02,6.50E-02
1075.38,0.1034171,0.1044049,9.08E-02,8.99E-02,8.17E-02,7.31E-02,7.03E-02,6.49E-02
1075.6,0.1033119,0.1043356,9.08E-02,8.98E-02,8.16E-02,7.30E-02,7.01E-02,6.48E-02
1075.82,0.1032671,0.104339,9.07E-02,8.98E-02,8.16E-02,7.29E-02,7.00E-02,6.48E-02
1076.05,0.1033788,0.1044041,9.08E-02,8.98E-02,8.17E-02,7.30E-02,7.01E-02,6.49E-02
1076.27,0.1035631,0.1044896,9.09E-02,8.99E-02,8.17E-02,7.31E-02,7.02E-02,6.50E-02
1076.49,0.103631,0.1045268,9.10E-02,8.99E-02,8.17E-02,7.32E-02,7.03E-02,6.51E-02
1076.72,0.1034885,0.1043948,9.09E-02,8.97E-02,8.16E-02,7.31E-02,7.02E-02,6.49E-02
1076.94,0.1032912,0.1041569,9.07E-02,8.96E-02,8.14E-02,7.29E-02,7.00E-02,6.47E-02
1077.16,0.1032156,0.1040489,9.05E-02,8.95E-02,8.13E-02,7.28E-02,6.98E-02,6.46E-02
1077.39,0.1032174,0.1040894,9.05E-02,8.95E-02,8.12E-02,7.28E-02,6.97E-02,6.46E-02
1077.61,0.1032147,0.1041207,9.05E-02,8.96E-02,8.12E-02,7.28E-02,6.97E-02,6.46E-02
1077.84,0.1031911,0.1041006,9.05E-02,8.96E-02,8.13E-02,7.29E-02,6.98E-02,6.47E-02
1078.06,0.1031449,0.1040785,9.05E-02,8.96E-02,8.13E-02,7.28E-02,6.98E-02,6.46E-02
1078.28,0.1030744,0.1040594,9.04E-02,8.95E-02,8.12E-02,7.27E-02,6.98E-02,6.46E-02
1078.51,0.1029734,0.1040131,9.03E-02,8.93E-02,8.10E-02,7.26E-02,6.97E-02,6.45E-02
1078.73,0.1028698,0.1039364,9.03E-02,8.92E-02,8.09E-02,7.25E-02,6.96E-02,6.44E-02
1078.96,0.1028215,0.1038906,9.03E-02,8.93E-02,8.09E-02,7.24E-02,6.95E-02,6.44E-02
1079.18,0.1028772,0.1039675,9.04E-02,8.93E-02,8.10E-02,7.24E-02,6.95E-02,6.44E-02
1079.41,0.1030168,0.1041103,9.05E-02,8.94E-02,8.11E-02,7.26E-02,6.96E-02,6.46E-02
1079.63,0.1031636,0.1041956,9.05E-02,8.95E-02,8.13E-02,7.27E-02,6.97E-02,6.46E-02
1079.86,0.103236,0.1042075,9.05E-02,8.95E-02,8.13E-02,7.27E-02,6.97E-02,6.46E-02
1080.08,0.1031804,0.1041366,9.05E-02,8.94E-02,8.12E-02,7.27E-02,6.97E-02,6.45E-02
1080.31,0.1030505,0.1040108,9.04E-02,8.93E-02,8.10E-02,7.25E-02,6.97E-02,6.43E-02
1080.53,0.1029851,0.1039436,9.03E-02,8.93E-02,8.10E-02,7.24E-02,6.96E-02,6.43E-02
1080.76,0.103026,0.1039626,9.04E-02,8.94E-02,8.10E-02,7.25E-02,6.96E-02,6.43E-02
1080.98,0.1030858,0.1039837,9.05E-02,8.94E-02,8.10E-02,7.25E-02,6.96E-02,6.42E-02
1081.21,0.1031202,0.1039875,9.04E-02,8.93E-02,8.10E-02,7.25E-02,6.95E-02,6.42E-02
1081.43,0.1031644,0.1040291,9.04E-02,8.93E-02,8.10E-02,7.24E-02,6.96E-02,6.43E-02
1081.66,0.1032287,0.1040675,9.05E-02,8.94E-02,8.10E-02,7.25E-02,6.97E-02,6.43E-02
1081.88,0.1032665,0.1040212,9.05E-02,8.95E-02,8.11E-02,7.26E-02,6.97E-02,6.43E-02
1082.11,0.1032278,0.1039269,9.05E-02,8.94E-02,8.10E-02,7.26E-02,6.96E-02,6.43E-02
1082.33,0.1031523,0.1038728,9.04E-02,8.93E-02,8.10E-02,7.25E-02,6.95E-02,6.42E-02
1082.56,0.1031057,0.1039001,9.03E-02,8.93E-02,8.09E-02,7.25E-02,6.95E-02,6.42E-02
1082.79,0.1030972,0.1039931,9.02E-02,8.93E-02,8.09E-02,7.25E-02,6.94E-02,6.41E-02
1083.01,0.1031147,0.1040892,9.02E-02,8.93E-02,8.09E-02,7.25E-02,6.94E-02,6.41E-02
1083.24,0.1031068,0.1041243,9.02E-02,8.92E-02,8.08E-02,7.24E-02,6.94E-02,6.42E-02
1083.47,0.1030669,0.1041138,9.02E-02,8.92E-02,8.07E-02,7.24E-02,6.94E-02,6.42E-02
1083.69,0.1030581,0.1040936,9.02E-02,8.91E-02,8.07E-02,7.24E-02,6.94E-02,6.42E-02
1083.92,0.103087,0.1040605,9.02E-02,8.91E-02,8.07E-02,7.23E-02,6.93E-02,6.41E-02
1084.15,0.1031274,0.1040537,9.02E-02,8.91E-02,8.08E-02,7.22E-02,6.92E-02,6.41E-02
1084.37,0.1031441,0.1040642,9.02E-02,8.92E-02,8.08E-02,7.23E-02,6.93E-02,6.42E-02
1084.6,0.103092,0.1039894,9.02E-02,8.93E-02,8.08E-02,7.23E-02,6.94E-02,6.42E-02
1084.83,0.1029968,0.1038529,9.02E-02,8.92E-02,8.07E-02,7.22E-02,6.94E-02,6.41E-02
1085.05,0.1029355,0.1037802,9.01E-02,8.91E-02,8.07E-02,7.22E-02,6.94E-02,6.41E-02
1085.28,0.1029194,0.103777,9.01E-02,8.91E-02,8.07E-02,7.21E-02,6.93E-02,6.40E-02
1085.51,0.1029031,0.1037782,9.02E-02,8.90E-02,8.07E-02,7.22E-02,6.93E-02,6.39E-02
1085.73,0.1028559,0.1037496,9.02E-02,8.91E-02,8.07E-02,7.22E-02,6.93E-02,6.39E-02
1085.96,0.1027876,0.1036838,9.02E-02,8.91E-02,8.06E-02,7.21E-02,6.92E-02,6.39E-02
1086.19,0.1027775,0.1036374,9.01E-02,8.90E-02,8.05E-02,7.20E-02,6.92E-02,6.38E-02
1086.42,0.1028624,0.103674,9.01E-02,8.90E-02,8.06E-02,7.20E-02,6.93E-02,6.39E-02
1086.64,0.1029397,0.1037561,9.02E-02,8.90E-02,8.06E-02,7.21E-02,6.93E-02,6.40E-02
1086.87,0.1029047,0.1037844,9.01E-02,8.91E-02,8.06E-02,7.22E-02,6.93E-02,6.41E-02
1087.1,0.1027673,0.1037095,9.01E-02,8.90E-02,8.05E-02,7.22E-02,6.93E-02,6.39E-02
1087.33,0.1026509,0.1036042,9.01E-02,8.88E-02,8.05E-02,7.21E-02,6.91E-02,6.37E-02
1087.56,0.1026447,0.1035558,9.01E-02,8.88E-02,8.05E-02,7.20E-02,6.91E-02,6.37E-02
1087.78,0.1026753,0.1035531,9.00E-02,8.88E-02,8.05E-02,7.21E-02,6.90E-02,6.38E-02
1088.01,0.1026696,0.1035843,8.99E-02,8.89E-02,8.05E-02,7.21E-02,6.90E-02,6.39E-02
1088.24,0.1026818,0.1036543,8.99E-02,8.89E-02,8.05E-02,7.21E-02,6.90E-02,6.39E-02
1088.47,0.1027145,0.1036806,9.00E-02,8.89E-02,8.05E-02,7.21E-02,6.91E-02,6.40E-02
1088.7,0.102734,0.1036683,9.00E-02,8.89E-02,8.05E-02,7.21E-02,6.91E-02,6.40E-02
1088.93,0.1027993,0.1037462,9.01E-02,8.89E-02,8.05E-02,7.23E-02,6.92E-02,6.40E-02
1089.16,0.1028579,0.1038246,9.01E-02,8.91E-02,8.06E-02,7.24E-02,6.92E-02,6.41E-02
1089.38,0.1028289,0.1037719,9.01E-02,8.91E-02,8.07E-02,7.24E-02,6.93E-02,6.41E-02
1089.61,0.1027939,0.1036933,9.01E-02,8.90E-02,8.07E-02,7.22E-02,6.94E-02,6.40E-02
1089.84,0.1027425,0.1036423,9.00E-02,8.89E-02,8.07E-02,7.22E-02,6.94E-02,6.40E-02
1090.07,0.102637,0.1036125,9.00E-02,8.89E-02,8.05E-02,7.21E-02,6.93E-02,6.40E-02
1090.3,0.102558,0.1036185,9.00E-02,8.89E-02,8.05E-02,7.21E-02,6.93E-02,6.39E-02
1090.53,0.102546,0.1036084,9.00E-02,8.89E-02,8.05E-02,7.21E-02,6.92E-02,6.40E-02
1090.76,0.102601,0.1035967,9.00E-02,8.90E-02,8.05E-02,7.21E-02,6.93E-02,6.40E-02
1090.99,0.1026585,0.1036057,8.99E-02,8.91E-02,8.06E-02,7.21E-02,6.92E-02,6.40E-02
1091.22,0.1026443,0.1035942,8.99E-02,8.90E-02,8.06E-02,7.22E-02,6.92E-02,6.40E-02
1091.45,0.1026324,0.1035759,8.99E-02,8.90E-02,8.06E-02,7.22E-02,6.93E-02,6.40E-02
1091.68,0.1026959,0.1035722,8.99E-02,8.90E-02,8.06E-02,7.23E-02,6.94E-02,6.40E-02
1091.91,0.1027582,0.1035767,9.00E-02,8.90E-02,8.06E-02,7.23E-02,6.94E-02,6.41E-02
1092.14,0.102683,0.1035157,8.99E-02,8.89E-02,8.05E-02,7.21E-02,6.93E-02,6.40E-02
1092.37,0.1024959,0.1033624,8.98E-02,8.87E-02,8.04E-02,7.19E-02,6.91E-02,6.38E-02
1092.6,0.1024062,0.10328,8.98E-02,8.87E-02,8.04E-02,7.19E-02,6.91E-02,6.38E-02
1092.83,0.1024468,0.1033118,8.99E-02,8.87E-02,8.04E-02,7.20E-02,6.92E-02,6.39E-02
1093.06,0.1023983,0.1032845,8.98E-02,8.87E-02,8.03E-02,7.20E-02,6.91E-02,6.38E-02
1093.29,0.1022334,0.1031946,8.97E-02,8.85E-02,8.02E-02,7.20E-02,6.90E-02,6.37E-02
1093.52,0.1021856,0.1031892,8.97E-02,8.85E-02,8.02E-02,7.20E-02,6.90E-02,6.38E-02
1093.75,0.102303,0.1032428,8.99E-02,8.86E-02,8.04E-02,7.21E-02,6.91E-02,6.39E-02
1093.98,0.1023851,0.1032432,8.98E-02,8.86E-02,8.04E-02,7.21E-02,6.91E-02,6.39E-02
1094.21,0.1023666,0.1032347,8.98E-02,8.86E-02,8.04E-02,7.21E-02,6.91E-02,6.38E-02
1094.44,0.1023263,0.103275,8.97E-02,8.86E-02,8.04E-02,7.21E-02,6.91E-02,6.38E-02
1094.67,0.1022861,0.1032971,8.97E-02,8.86E-02,8.04E-02,7.21E-02,6.92E-02,6.39E-02
1094.9,0.1022959,0.1032925,8.97E-02,8.87E-02,8.04E-02,7.21E-02,6.92E-02,6.40E-02
1095.14,0.1023633,0.1033193,8.98E-02,8.87E-02,8.05E-02,7.22E-02,6.93E-02,6.41E-02
1095.37,0.1024333,0.1033804,8.98E-02,8.88E-02,8.05E-02,7.23E-02,6.93E-02,6.41E-02
1095.6,0.1025299,0.103432,8.99E-02,8.89E-02,8.07E-02,7.23E-02,6.94E-02,6.42E-02
