,kyouriki 2 glu 8,kyouriki 3 glu 7,kyouriki 4 glu 6,kyouriki 5 glu 5,kyouriki 6 glu 4,kyouriki 7 glu 3,kyouriki 8 glu 2,kyouriki 9 glu 1
1929.12,0.5833282,0.5949194,0.5851084,0.5839574,0.5895649,0.5768113,0.5769997,0.5760846
1929.84,0.5844378,0.5960675,0.586282,0.5850973,0.5908064,0.5780486,0.5782664,0.5773665
1930.55,0.5851273,0.5968105,0.5870297,0.5858168,0.5916135,0.5788594,0.5791463,0.5782461
1931.27,0.5856589,0.5974038,0.5876124,0.5863789,0.5922503,0.5795053,0.5798254,0.5789426
1931.99,0.5862341,0.5980412,0.5882132,0.5869535,0.5929257,0.5801874,0.5805008,0.5796394
1932.71,0.5866292,0.598475,0.5885997,0.5873266,0.5933859,0.5806678,0.5809734,0.5801017
1933.43,0.5867264,0.5985527,0.5886926,0.5874197,0.5934756,0.5808291,0.5811293,0.5802428
1934.15,0.5867583,0.5985315,0.588749,0.5874615,0.5934401,0.5808911,0.5811775,0.5803115
1934.88,0.5868711,0.5986358,0.588882,0.5875656,0.593481,0.5809925,0.5812733,0.5804234
1935.6,0.5867132,0.5985034,0.5887196,0.5873823,0.5932823,0.5808341,0.5811028,0.5802382
1936.32,0.5861759,0.5979527,0.5881451,0.5868123,0.592716,0.5803082,0.5805261,0.5796486
1937.04,0.5857204,0.5974532,0.5876262,0.586313,0.5922065,0.5798365,0.5799904,0.5791101
1937.77,0.585335,0.5970454,0.5871906,0.5858725,0.5917209,0.5793964,0.5795308,0.5786439
1938.49,0.5846301,0.5963424,0.5864676,0.5851417,0.5909179,0.5786216,0.5787959,0.5778975
1939.22,0.5837268,0.5954406,0.5855513,0.5842478,0.5899391,0.5776438,0.5778577,0.5769309
1939.94,0.5830017,0.5947198,0.5848094,0.5835041,0.5891433,0.5768611,0.5770522,0.5760813
1940.67,0.5823495,0.5940763,0.5841552,0.582797,0.5884266,0.5761822,0.5763254,0.5753214
1941.4,0.5815223,0.5932097,0.5833114,0.5818913,0.5874971,0.5752801,0.5754097,0.5743801
1942.12,0.5806717,0.5922509,0.5823936,0.5809089,0.5864844,0.5742644,0.5743864,0.5733313
1942.85,0.5797852,0.5912562,0.5814282,0.5798711,0.5854242,0.5731945,0.5732717,0.5722007
1943.58,0.5786374,0.5900739,0.5802611,0.5786542,0.5841339,0.5719216,0.5719638,0.5708657
1944.31,0.577296,0.5887574,0.5789382,0.5773191,0.5826477,0.5704767,0.5705418,0.5693902
1945.04,0.5761002,0.5875583,0.577701,0.5760724,0.5812531,0.5690902,0.5691951,0.5679989
1945.77,0.5751458,0.5865409,0.5766477,0.5749691,0.5800748,0.5678727,0.567983,0.566759
1946.5,0.5741087,0.5854241,0.5755312,0.5737712,0.5788126,0.5666024,0.5666775,0.5654168
1947.23,0.5728813,0.5841129,0.574244,0.5723831,0.5773272,0.5651634,0.5651811,0.5638885
1947.96,0.5716575,0.5827944,0.57293,0.5709454,0.5757967,0.5636668,0.5636349,0.5623331
1948.69,0.5705314,0.5815866,0.5716687,0.5695856,0.5743523,0.5622055,0.5621522,0.5608509
1949.42,0.5694271,0.5804241,0.5704142,0.5682808,0.5729494,0.5607672,0.5607075,0.5593908
1950.16,0.5682624,0.5792136,0.5691409,0.5669428,0.5714936,0.5593057,0.5592179,0.5578674
1950.89,0.5670491,0.5779601,0.5678791,0.5655698,0.5699887,0.5578127,0.5576641,0.5562976
1951.62,0.5658183,0.5766591,0.5665784,0.5641637,0.5684484,0.5562678,0.556067,0.5546982
1952.36,0.5645645,0.5752819,0.565168,0.5627038,0.5668433,0.5546649,0.5544474,0.5530455
1953.09,0.5632656,0.573859,0.5636898,0.5611985,0.5651767,0.5530302,0.5527985,0.5513456
1953.83,0.5619952,0.5725068,0.5622867,0.559742,0.5635777,0.5514626,0.5511969,0.54971
1954.57,0.5607774,0.571218,0.5609515,0.5583548,0.5620832,0.5499696,0.5496716,0.5481599
1955.3,0.5594915,0.5698478,0.5595508,0.5569248,0.5605596,0.5484337,0.548116,0.5465756
1956.04,0.5581234,0.5684092,0.5581126,0.5554453,0.5590003,0.5468631,0.5465332,0.544964
1956.78,0.5567418,0.5669727,0.5566745,0.5539523,0.5574414,0.5452959,0.5449546,0.5433499
1957.52,0.5553517,0.5655158,0.5552077,0.5524408,0.5558576,0.5437164,0.5433567,0.5416903
1958.26,0.5539249,0.5640177,0.5537208,0.5509121,0.5542579,0.5421066,0.5417388,0.5399933
1959,0.5525001,0.5625293,0.5522487,0.54939,0.5526648,0.5404823,0.5401198,0.5383334
1959.74,0.5511374,0.5610998,0.5508123,0.5479048,0.5510739,0.5389044,0.5384986,0.5367315
1960.48,0.5498042,0.5596972,0.5493833,0.5464382,0.5494842,0.537387,0.5368663,0.5351204
1961.22,0.548453,0.5582821,0.5479497,0.5449726,0.5479231,0.5358769,0.5352531,0.5334977
1961.96,0.5470802,0.5568516,0.5465217,0.5435212,0.5463967,0.5343244,0.5336718,0.5319088
1962.71,0.5457172,0.5554351,0.5450968,0.542093,0.5448849,0.532758,0.5321233,0.53035
1963.45,0.5443916,0.5540654,0.5436952,0.5406792,0.5433712,0.5312321,0.5306175,0.5288033
1964.19,0.5431127,0.5527499,0.5423464,0.5392857,0.5418881,0.5297679,0.5291578,0.5272993
1964.94,0.541874,0.5514604,0.5410184,0.5379238,0.5404609,0.528336,0.52773,0.5258469
1965.68,0.5406541,0.5501701,0.5396881,0.5365883,0.539043,0.526885,0.526298,0.524396
1966.43,0.5394578,0.5488985,0.5384108,0.5352747,0.537606,0.5254245,0.5248428,0.5229373
1967.17,0.5382866,0.54765,0.537183,0.5339593,0.536163,0.5239843,0.523366,0.5214803
1967.92,0.5371483,0.5464245,0.5359527,0.5326467,0.5347437,0.5225859,0.5219109,0.5200292
1968.67,0.5360556,0.5452477,0.5347326,0.5313702,0.5333685,0.5212245,0.5205148,0.5185962
1969.41,0.5349853,0.5441188,0.5335595,0.5301159,0.5320323,0.5198731,0.5191371,0.5171717
1970.16,0.5339288,0.5430076,0.5324101,0.5288472,0.5307093,0.5185178,0.5177287,0.5157309
1970.91,0.5328975,0.5418854,0.5312317,0.5275691,0.5293611,0.5171328,0.5163001,0.5142692
1971.66,0.5319046,0.5407786,0.530058,0.5263484,0.5280123,0.515752,0.5149099,0.5128369
1972.41,0.5309476,0.5397273,0.5289354,0.5252007,0.5266996,0.514425,0.5135689,0.5114537
1973.16,0.5299862,0.5386959,0.5278244,0.5240369,0.5253828,0.5131021,0.5122249,0.5100608
1973.91,0.5289893,0.5376258,0.5266961,0.5228153,0.5240257,0.5117383,0.5108294,0.508615
1974.66,0.527965,0.5365239,0.5255639,0.5215807,0.5226477,0.5103552,0.5093792,0.5071396
1975.42,0.5269452,0.5354182,0.524434,0.5203462,0.5212774,0.5089713,0.507925,0.505686
1976.17,0.5259431,0.5342963,0.5232912,0.5190873,0.5199164,0.5075726,0.5064902,0.5042381
1976.92,0.5249372,0.5331655,0.5221234,0.5178168,0.5185504,0.5061525,0.5050541,0.5027577
1977.68,0.5239066,0.5320436,0.520934,0.5165583,0.5171716,0.5047223,0.5036049,0.5012653
1978.43,0.5228304,0.5308881,0.519717,0.5152865,0.5157573,0.5032778,0.5021374,0.4997673
1979.19,0.5216746,0.5296481,0.5184545,0.5139594,0.5142683,0.501799,0.5006356,0.4982199
1979.94,0.5204708,0.5283576,0.5171676,0.5125888,0.5127348,0.5002956,0.4991114,0.4966307
1980.7,0.5192999,0.5271077,0.5159052,0.5112209,0.5112503,0.4988075,0.4976144,0.4950835
1981.45,0.5181728,0.5259214,0.5146651,0.5098725,0.5098279,0.4973353,0.4961482,0.4935963
1982.21,0.5170584,0.5247501,0.5134297,0.5085492,0.5084194,0.4958632,0.4946743,0.492101
1982.97,0.5159421,0.5235609,0.512202,0.5072508,0.5070004,0.4943919,0.4931841,0.4905663
1983.73,0.5148232,0.522356,0.5109566,0.5059454,0.505559,0.4929033,0.4916786,0.4890182
1984.49,0.5137134,0.5211707,0.5096896,0.5046116,0.5041185,0.4914049,0.4901521,0.4874758
1985.25,0.5126135,0.5200182,0.5084463,0.5032546,0.5026882,0.4899254,0.48861,0.4859226
1986.01,0.5115338,0.5188594,0.5072439,0.501899,0.5012364,0.4884567,0.4870728,0.4843573
1986.77,0.5105019,0.5176928,0.5060635,0.5005999,0.4997796,0.4869983,0.4855695,0.4828117
1987.53,0.5095236,0.5165884,0.5049073,0.4993788,0.4983582,0.4855815,0.4841117,0.4813105
1988.29,0.5085719,0.5155564,0.5037737,0.4981698,0.4969547,0.4841883,0.4826671,0.4798346
1989.05,0.5076157,0.5145279,0.5026426,0.4969322,0.4955438,0.4827665,0.4811985,0.4783365
1989.82,0.5066719,0.513496,0.5015403,0.4957061,0.4941654,0.4813325,0.4797279,0.476829
1990.58,0.5057768,0.5125054,0.5005042,0.494512,0.49285,0.4799342,0.4783014,0.4753641
1991.35,0.5049334,0.5115748,0.4995181,0.4933438,0.491569,0.4785804,0.4769274,0.4739364
1992.11,0.5041389,0.5106973,0.4985454,0.4922093,0.4902996,0.477251,0.4755705,0.4725053
1992.88,0.5034007,0.5098477,0.4975801,0.4911138,0.4890471,0.4759293,0.4742106,0.4710696
1993.64,0.502705,0.5090132,0.4966516,0.49006,0.4878225,0.4746233,0.4728632,0.4696605
1994.41,0.5020379,0.5082133,0.4957864,0.4890461,0.4866302,0.473353,0.4715404,0.468297
1995.18,0.5013947,0.507462,0.4949689,0.4880519,0.4854603,0.4721188,0.4702524,0.4669677
1995.95,0.5007657,0.5067317,0.494161,0.487067,0.4842995,0.4709013,0.4690043,0.4656423
1996.71,0.5001696,0.5060108,0.4933713,0.4861213,0.4831634,0.4697087,0.4677921,0.4643341
1997.48,0.4996213,0.5053475,0.4926323,0.4852227,0.4820771,0.4685617,0.4666086,0.4630816
1998.25,0.4991254,0.5047795,0.4919493,0.4843499,0.4810421,0.4674644,0.4654639,0.4618829
1999.02,0.4986893,0.5042693,0.4913078,0.4835055,0.480054,0.4664131,0.4643697,0.4607295
1999.79,0.4982795,0.5037487,0.4906892,0.482702,0.4791039,0.4653936,0.4633138,0.4596263
2000.57,0.4978863,0.5032272,0.4900996,0.4819554,0.4781955,0.4644114,0.4623144,0.4585713
2001.34,0.4975329,0.5027459,0.4895469,0.481266,0.4773475,0.4634759,0.4613769,0.4575578
2002.11,0.4971938,0.5022897,0.4890139,0.4806087,0.4765522,0.4625778,0.4604499,0.4565817
2002.88,0.4968503,0.5018438,0.4884963,0.4799646,0.4757828,0.4617212,0.459515,0.4556439
2003.66,0.4965197,0.5014126,0.4880074,0.4793228,0.4750189,0.4609102,0.4586093,0.4547468
2004.43,0.4962163,0.5010038,0.4875563,0.4787037,0.4742701,0.4601389,0.4577785,0.4538952
2005.21,0.4959461,0.5006362,0.4871352,0.4781388,0.4735711,0.4594104,0.4570352,0.4530937
2005.98,0.4957037,0.5003203,0.4867387,0.4776322,0.4729314,0.4587365,0.4563509,0.4523573
2006.76,0.4954852,0.5000497,0.4863714,0.4771781,0.4723395,0.458111,0.4556995,0.45169
2007.54,0.4953155,0.4998294,0.4860459,0.4767674,0.471806,0.4575284,0.4550869,0.4510673
2008.31,0.4952269,0.4996753,0.4857937,0.4764015,0.4713476,0.4570082,0.4545316,0.4504812
2009.09,0.4952176,0.4995823,0.4856342,0.4761028,0.4709575,0.4565549,0.4540392,0.4499524
2009.87,0.495274,0.499548,0.4855503,0.475883,0.4706246,0.4561519,0.4536037,0.4494814
2010.65,0.4953958,0.499586,0.4855191,0.4757225,0.4703508,0.4557983,0.4532215,0.4490478
2011.43,0.4955881,0.4997069,0.4855475,0.4756003,0.470138,0.4555095,0.4528999,0.448663
2012.21,0.495856,0.4999112,0.4856475,0.4755324,0.4699742,0.4552785,0.4526277,0.4483383
2012.99,0.496201,0.5001885,0.4858203,0.4755467,0.4698483,0.4550945,0.4523967,0.4480692
2013.77,0.4966165,0.5005298,0.486065,0.4756271,0.4697679,0.4549726,0.4522289,0.4478635
2014.56,0.4971003,0.5009361,0.4863815,0.4757483,0.4697682,0.4549166,0.4521341,0.4477172
2015.34,0.4976503,0.5013977,0.4867707,0.475922,0.4698581,0.4549155,0.4521011,0.4476182
2016.12,0.4982539,0.5018896,0.48721,0.476163,0.4699959,0.454971,0.4521215,0.4475747
2016.91,0.4989045,0.502423,0.4876821,0.47648,0.4701715,0.4550871,0.4522064,0.4476074
2017.69,0.4995933,0.5030236,0.4881881,0.4768616,0.4703987,0.455251,0.4523652,0.4477119
2018.48,0.5003083,0.5036659,0.4887125,0.4772695,0.4706739,0.455446,0.4525804,0.4478628
2019.26,0.5010479,0.5043322,0.4892662,0.4776926,0.4710097,0.455675,0.4528319,0.4480632
2020.05,0.5018181,0.5050458,0.4898913,0.4781565,0.4714192,0.455968,0.4531237,0.4483354
2020.84,0.5026429,0.5058122,0.4905956,0.4786875,0.4718956,0.4563661,0.453478,0.4486781
2021.62,0.5035338,0.5066131,0.4913542,0.4792841,0.472425,0.4568577,0.4538935,0.4490668
2022.41,0.5044697,0.507459,0.4921602,0.4799363,0.4729983,0.4573883,0.4543613,0.4495105
2023.2,0.505441,0.5083863,0.4930212,0.4806429,0.4736187,0.4579421,0.4548971,0.4500374
2023.99,0.5064611,0.5093901,0.4939362,0.4814002,0.4742944,0.4585526,0.4555058,0.4506324
2024.78,0.5075387,0.5104344,0.4949012,0.4821976,0.475021,0.4592371,0.4561733,0.4512641
2025.57,0.5086688,0.5115073,0.4959023,0.4830321,0.4757942,0.4599786,0.4568902,0.4519289
2026.36,0.5098343,0.5126086,0.4969175,0.4839126,0.4766072,0.4607659,0.4576483,0.4526487
2027.16,0.5110148,0.5137379,0.497959,0.4848433,0.4774517,0.4615896,0.4584476,0.4534402
2027.95,0.5122188,0.5149011,0.4990551,0.4858313,0.4783558,0.4624409,0.459307,0.4542861
2028.74,0.5134795,0.5160952,0.5001938,0.486874,0.4793308,0.4633302,0.4602208,0.4551588
2029.54,0.5148032,0.5173256,0.5013612,0.4879435,0.4803454,0.4642761,0.4611612,0.4560603
2030.33,0.5161721,0.5186279,0.5025895,0.489027,0.4813918,0.4652761,0.462133,0.4569981
2031.13,0.5175933,0.5200211,0.5039119,0.4901445,0.4824833,0.4663082,0.4631571,0.4579777
2031.92,0.519099,0.521498,0.5053157,0.4913288,0.4836383,0.4673815,0.464236,0.4590282
2032.72,0.5207021,0.5230485,0.5067697,0.4925939,0.4848551,0.4685221,0.4653535,0.4601476
2033.52,0.5223734,0.5246527,0.5082751,0.4939187,0.4861108,0.46972,0.4665038,0.4612887
2034.31,0.5240729,0.5262884,0.5098333,0.4952676,0.4873973,0.4709435,0.4676961,0.4624276
2035.11,0.5258045,0.5279494,0.511421,0.4966324,0.4887101,0.4721817,0.4689279,0.4635836
2035.91,0.5275855,0.5296514,0.5130358,0.4980387,0.4900532,0.4734432,0.4701814,0.4647791
2036.71,0.5294016,0.5313969,0.5146891,0.4994912,0.4914347,0.4747306,0.4714392,0.4660099
2037.51,0.5312531,0.5331694,0.5163984,0.5009765,0.4928459,0.4760467,0.4727103,0.4672781
2038.31,0.5331745,0.5349956,0.5181727,0.5024955,0.4942843,0.4774022,0.4740258,0.4685957
2039.11,0.535156,0.53689,0.5199728,0.5040335,0.4957503,0.4787956,0.4753913,0.4699318
2039.92,0.5371494,0.5388113,0.521782,0.5055762,0.4972399,0.480217,0.4767803,0.4712518
2040.72,0.5391676,0.5407528,0.5236362,0.507149,0.4987526,0.4816715,0.4781746,0.4725876
2041.52,0.5412511,0.5427381,0.5255343,0.5087736,0.5002801,0.4831515,0.4795776,0.4739738
2042.33,0.5433791,0.5447659,0.5274372,0.510426,0.5018155,0.4846168,0.4809945,0.4753727
2043.13,0.5455336,0.5468466,0.529345,0.512085,0.5033653,0.4860628,0.4824373,0.4767605
2043.94,0.5477348,0.5489809,0.5312914,0.5137604,0.5049374,0.4875264,0.4839076,0.4781638
2044.74,0.5500031,0.551133,0.5333034,0.5154708,0.5065457,0.4890289,0.4853954,0.4796053
2045.55,0.5523461,0.5532977,0.5353709,0.5172209,0.5081822,0.490554,0.4868974,0.4810773
2046.36,0.5547271,0.5554854,0.5374488,0.5189818,0.5098085,0.4920667,0.4883976,0.4825335
2047.16,0.5571057,0.5576916,0.5395234,0.5207271,0.511425,0.4935732,0.489888,0.4839488
2047.97,0.5594818,0.559918,0.5416076,0.5224579,0.5130603,0.4950986,0.4913783,0.485352
2048.78,0.5618449,0.562156,0.5436971,0.5241796,0.5146949,0.4966172,0.4928567,0.4867558
2049.59,0.564195,0.5643989,0.5457934,0.5259086,0.5162918,0.4980969,0.4943075,0.4881431
2050.4,0.5665838,0.5666688,0.5479031,0.5276513,0.5178607,0.4995558,0.4957403,0.489517
2051.21,0.5690348,0.5689724,0.550028,0.5293899,0.519428,0.5010289,0.4971574,0.4908792
2052.02,0.5715054,0.5712665,0.5521567,0.5311124,0.5209932,0.5025135,0.4985529,0.4921991
2052.84,0.5739546,0.573529,0.5542741,0.5328183,0.5225468,0.5039751,0.4999393,0.4934823
2053.65,0.5763877,0.5757931,0.556397,0.534519,0.5240838,0.5053904,0.501318,0.494772
2054.46,0.5788359,0.5780739,0.5585353,0.5362188,0.5256055,0.5067577,0.5026763,0.4960543
2055.28,0.5813074,0.5803564,0.5606564,0.5378966,0.5271198,0.5080999,0.5039996,0.497284
2056.09,0.5837924,0.5826388,0.5627455,0.5395396,0.5286229,0.5094464,0.5052752,0.4984707
2056.91,0.5862848,0.5849132,0.564823,0.5411561,0.5300844,0.5107907,0.5065135,0.4996395
2057.73,0.5887536,0.5871575,0.566887,0.542752,0.5314911,0.5121046,0.5077348,0.5007798
2058.54,0.5911651,0.589375,0.5689242,0.5443233,0.5328779,0.5133826,0.5089453,0.5018942
2059.36,0.59354,0.5915635,0.5709295,0.5458568,0.5342522,0.5146278,0.5101246,0.5029898
2060.18,0.595918,0.5937001,0.572888,0.5473529,0.5355912,0.5158353,0.5112602,0.5040558
2061,0.5982821,0.5957952,0.5748025,0.5488226,0.5368972,0.5170082,0.5123744,0.5050921
2061.82,0.6005885,0.5978549,0.5766819,0.55026,0.5381743,0.5181462,0.5134754,0.5060984
2062.64,0.6028504,0.5998654,0.578523,0.5516496,0.5394146,0.5192386,0.5145472,0.5070774
2063.46,0.6050988,0.6018444,0.5803443,0.5530055,0.5406094,0.5203012,0.5155823,0.5080394
2064.28,0.607322,0.6038076,0.5821492,0.5543489,0.5417657,0.5213663,0.5165889,0.5089893
2065.1,0.6095015,0.605746,0.5839075,0.5556759,0.5429087,0.5224188,0.5175767,0.5099213
2065.92,0.6116501,0.6076682,0.5856287,0.5569912,0.5440463,0.5234235,0.5185432,0.5108159
2066.75,0.6137825,0.6095752,0.5873502,0.5582998,0.5451674,0.5243989,0.5194965,0.511677
2067.57,0.6158649,0.6114287,0.5890545,0.5595751,0.5462599,0.5253773,0.5204456,0.5125197
2068.4,0.6178589,0.6132047,0.5906894,0.5607944,0.5473111,0.5263475,0.521365,0.5133402
2069.22,0.619762,0.6149026,0.5922253,0.5619548,0.5483273,0.5272974,0.5222383,0.5141444
2070.05,0.6215664,0.6165138,0.5936821,0.5630594,0.5493282,0.5282269,0.5230865,0.5149298
2070.87,0.6232855,0.6180407,0.5951032,0.564117,0.5503023,0.5291205,0.5239139,0.5156891
2071.7,0.62495,0.6194797,0.596476,0.5651265,0.5512186,0.5299572,0.5246999,0.5164288
2072.53,0.6265636,0.6208456,0.5977795,0.5661049,0.5520892,0.5307451,0.5254654,0.5171677
2073.36,0.6281359,0.6221982,0.5990415,0.5670899,0.5529651,0.5315327,0.5262577,0.5179223
2074.19,0.6296842,0.6235504,0.6002799,0.5680708,0.5538453,0.5323446,0.5270586,0.5186567
2075.02,0.631212,0.6248741,0.6015032,0.5690145,0.5546914,0.5331602,0.527828,0.5193445
2075.85,0.6327106,0.6261908,0.6027112,0.5699377,0.5555162,0.533964,0.5285773,0.520032
2076.68,0.6341924,0.6275344,0.6039029,0.5708616,0.5563486,0.5347428,0.5293167,0.5207406
2077.51,0.6357171,0.6289086,0.6051227,0.5717927,0.5571861,0.5355029,0.5300465,0.5214463
2078.34,0.6373134,0.6303079,0.6063996,0.572752,0.5580286,0.536287,0.5307887,0.5221446
2079.18,0.6389547,0.6317131,0.6077059,0.573736,0.5588868,0.5370962,0.5315472,0.5228404
2080.01,0.6406131,0.6331077,0.6090116,0.5746947,0.5597475,0.5378757,0.5322891,0.5235251
2080.85,0.6422654,0.6345121,0.6103141,0.5756073,0.5605823,0.538614,0.5330002,0.5241947
2081.68,0.6439182,0.6359317,0.6116039,0.5765173,0.5613962,0.5393429,0.533706,0.5248536
2082.52,0.6456068,0.6373422,0.6128709,0.5774645,0.5622177,0.5400768,0.5344234,0.5255061
2083.35,0.6473196,0.6387464,0.6141365,0.5784293,0.5630466,0.5408147,0.5351256,0.5261539
2084.19,0.6490117,0.6401525,0.6154099,0.5793721,0.5638624,0.5415414,0.53578,0.5267839
2085.03,0.6506603,0.6415453,0.6166739,0.5802847,0.5646622,0.5422446,0.5364094,0.5273793
2085.87,0.6522605,0.6429207,0.6179171,0.5811717,0.5654399,0.5429296,0.5370538,0.5279443
2086.71,0.6538447,0.6442926,0.6191463,0.5820277,0.5661693,0.5435981,0.5377061,0.5285006
2087.55,0.6554413,0.6456444,0.620362,0.5828527,0.5668563,0.5442412,0.5383365,0.5290608
2088.39,0.6569983,0.6469386,0.6215323,0.5836609,0.5675473,0.5448586,0.5389311,0.5296022
2089.23,0.6584883,0.6481633,0.6226402,0.5844639,0.5682514,0.5454623,0.5395002,0.5300975
2090.07,0.6599562,0.6493487,0.6237103,0.5852558,0.5689255,0.5460609,0.5400613,0.5305763
2090.91,0.6613818,0.6505122,0.6247631,0.5860038,0.5695463,0.5466534,0.5405991,0.5310714
2091.76,0.6627086,0.651615,0.6257988,0.5866917,0.5701324,0.5472283,0.5410853,0.5315492
2092.6,0.6639567,0.652648,0.6267912,0.5873458,0.5707006,0.5477629,0.5415296,0.5319809
2093.45,0.6651632,0.653642,0.6277159,0.5879701,0.5712416,0.5482449,0.5419663,0.5323801
2094.29,0.6663248,0.654594,0.6285858,0.5885415,0.5717466,0.5486931,0.542403,0.5327509
2095.14,0.6674134,0.6554922,0.629398,0.5890679,0.5722267,0.5491347,0.5428095,0.5330904
2095.98,0.6684222,0.6563377,0.6301481,0.5895813,0.5726917,0.5495568,0.5431734,0.5334139
2096.83,0.6693915,0.6571262,0.6308701,0.5900971,0.5731356,0.5499447,0.5435167,0.5337377
2097.68,0.6703324,0.6578687,0.6315676,0.5905966,0.5735576,0.5503182,0.5438573,0.5340607
2098.53,0.6712232,0.6586042,0.6322199,0.5910498,0.5739594,0.5506746,0.5442052,0.5343725
2099.38,0.6720784,0.6593382,0.6328327,0.5914478,0.5743094,0.5509897,0.5445365,0.5346587
2100.23,0.672937,0.6600344,0.633437,0.5918154,0.574607,0.5512788,0.5448198,0.5349188
2101.08,0.6738036,0.6606813,0.6340632,0.5921939,0.5749052,0.5515693,0.5450623,0.5351527
2101.93,0.674649,0.6613126,0.6346915,0.5925961,0.5752201,0.5518594,0.5452752,0.5353623
2102.78,0.6754835,0.6619563,0.6352789,0.5929803,0.5755324,0.5521314,0.545476,0.5355669
2103.64,0.6763222,0.6625737,0.635823,0.5933006,0.5758118,0.5523716,0.5456691,0.5357403
2104.49,0.6771268,0.6631389,0.6363468,0.5935779,0.5760337,0.5525823,0.5458329,0.5358531
2105.35,0.67787,0.6636987,0.6368432,0.5938511,0.5762289,0.5527673,0.5459724,0.5359495
2106.2,0.6785694,0.6642566,0.6372982,0.5941265,0.5764332,0.5529363,0.5461033,0.5360724
2107.06,0.6792369,0.6647499,0.6377335,0.5943957,0.5766304,0.5530982,0.5462213,0.5362005
2107.91,0.6798574,0.6651663,0.6381392,0.5946217,0.5767899,0.55323,0.5463127,0.5362852
2108.77,0.6804022,0.6655393,0.6384699,0.5947658,0.5768846,0.5533018,0.5463592,0.5363093
2109.63,0.6808421,0.665863,0.6387247,0.5948438,0.5769113,0.5533333,0.5463589,0.5362969
2110.49,0.6811745,0.666096,0.6389198,0.5949088,0.5769107,0.5533605,0.5463358,0.5362715
2111.35,0.6814051,0.6662145,0.6390378,0.5949722,0.5768998,0.553361,0.5462989,0.5362267
2112.21,0.6815165,0.6662463,0.6390753,0.594984,0.576848,0.5533204,0.5462303,0.5361617
2113.07,0.6815097,0.6662173,0.6390743,0.5949138,0.5767534,0.5532689,0.546131,0.536091
2113.93,0.6814139,0.6661096,0.6390468,0.5947836,0.5766477,0.5531886,0.5460152,0.5360011
2114.79,0.6812469,0.6659234,0.6389523,0.5946157,0.5765204,0.5530427,0.5458755,0.5358615
2115.65,0.6810111,0.6656805,0.6387543,0.5944046,0.5763292,0.5528474,0.5457006,0.5356719
2116.52,0.6807148,0.6654107,0.6384746,0.5941553,0.5761002,0.5526449,0.5454952,0.5354691
2117.38,0.6803579,0.6651188,0.6381714,0.5938912,0.5758862,0.5524474,0.5452611,0.535275
2118.25,0.6799383,0.6647511,0.6378689,0.5936309,0.5756622,0.5522352,0.5450025,0.5350695
2119.11,0.6794849,0.6642874,0.6375448,0.5933781,0.5753852,0.5520036,0.5447392,0.5348358
2119.98,0.679024,0.6637953,0.6371714,0.5931084,0.5750667,0.5517505,0.5444756,0.5345818
2120.85,0.6785657,0.663341,0.6367781,0.5927984,0.5747389,0.5514712,0.5441956,0.5343173
2121.71,0.6781082,0.6629049,0.6364064,0.592446,0.5744144,0.5511821,0.5438907,0.5340253
2122.58,0.6776301,0.6624692,0.6360205,0.5920573,0.5740801,0.5508929,0.5435532,0.5336989
2123.45,0.6771445,0.6620764,0.6355963,0.591671,0.5737208,0.5505921,0.5431858,0.5333801
2124.32,0.6766977,0.6617105,0.6351837,0.5913292,0.5733563,0.5502712,0.5428339,0.5330994
2125.19,0.6762963,0.6613087,0.634818,0.5910181,0.5730091,0.5499365,0.5425228,0.5328267
2126.06,0.6759195,0.6608834,0.634473,0.5906993,0.5726587,0.5495989,0.5422001,0.5325157
2126.93,0.6755805,0.6604929,0.6341215,0.5903636,0.5723042,0.5492591,0.5418211,0.5321546
2127.81,0.6752877,0.660131,0.6337824,0.5900178,0.5719633,0.5489086,0.5414041,0.5317591
2128.68,0.6750144,0.6597692,0.6334831,0.5896659,0.5716105,0.548549,0.540981,0.5313557
2129.55,0.6747459,0.6594372,0.6332217,0.5893071,0.5712157,0.5481791,0.5405663,0.5309517
2130.43,0.6744903,0.6591582,0.6329696,0.588935,0.5707863,0.547794,0.5401561,0.5305312
2131.31,0.6742579,0.6589044,0.6326913,0.5885595,0.5703492,0.5474081,0.539728,0.5301043
2132.18,0.6740563,0.6586356,0.6323876,0.5881915,0.569927,0.5470265,0.5392744,0.5296814
2133.06,0.6738868,0.6583378,0.6320917,0.5878325,0.5695184,0.5466416,0.5388092,0.5292527
2133.94,0.673724,0.6580193,0.6318181,0.5874817,0.5691043,0.5462551,0.5383486,0.5288122
2134.82,0.6735351,0.6577025,0.6315522,0.5871276,0.5686923,0.5458603,0.5379167,0.5283534
2135.69,0.6733181,0.6574085,0.6312851,0.5867625,0.5682991,0.5454497,0.5374969,0.5278774
2136.57,0.6730709,0.657115,0.6310058,0.5863872,0.5678868,0.5450258,0.5370383,0.5273936
2137.46,0.6727917,0.6568022,0.6307068,0.5860015,0.5674235,0.5445936,0.5365488,0.5269139
2138.34,0.6724986,0.656463,0.6303789,0.5855927,0.5669398,0.5441463,0.5360487,0.5264304
2139.22,0.6721992,0.6560778,0.6299948,0.5851552,0.566465,0.5436738,0.5355186,0.5259176
2140.1,0.6718767,0.6556659,0.6295739,0.5847027,0.5659927,0.5431795,0.5349635,0.5253753
